0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.172837536067633940e-01,1.990410084471194996e-01,2.142182074829206695e-01,2.242154893390050918e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.703289035849397795e-02,1.042786470793210518e-01,2.090809087435644420e-01,2.252123522236657294e-01,2.375377007755313241e-01,2.467421800072417404e-01,2.259806136909696672e-01,2.312628095982413312e-01,2.357541403344391717e-01,2.396207183231387206e-01,2.429848429315125125e-01,2.459373836846177330e-01,2.485487245394903677e-01,2.508741658552800513e-01,2.529575049020766353e-01,2.548347591916959032e-01,2.565347239731227136e-01,2.580815274649538305e-01,2.594943240654115080e-01,2.607900870448718322e-01,2.619822969375539268e-01,2.630833722481851211e-01,2.641030026530147845e-01,2.650497371328136564e-01,2.659319338959047485e-01,2.667547010586053813e-01,2.675247192238947025e-01,2.682468466600819168e-01,2.689249237205963428e-01,2.695635676186856622e-01,2.701655331509547064e-01,2.707338774782188651e-01,2.712716468274049553e-01,2.717811393198439895e-01,2.722644169171916095e-01,2.727234165675618272e-01,2.731601546346409393e-01,2.735759305602461500e-01,2.739725933771279820e-01,2.743508464906470046e-01,2.747126423532852413e-01,2.750586176012024819e-01,2.753899254723664591e-01,2.757074355921106945e-01,2.760116480271830874e-01,2.763040103937950409e-01,2.765847718986074733e-01,2.768547898299855148e-01,2.771142448329897978e-01,2.773645727274181016e-01,2.776052177735743864e-01,2.778376605427135271e-01,2.780622839190153850e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.460511728340831233e-02,1.487782958700188951e-01,1.638650128324578847e-01,2.287854749190366133e-01,2.392803990465774133e-01,2.477298547195359024e-01,2.546486246609334647e-01,2.604294573985683758e-01,2.653508769529006051e-01,2.696066001954860458e-01,2.733326243236141040e-01,2.766278715018962719e-01,2.795661241157858523e-01,2.822038774016610296e-01,2.845853884353155561e-01,2.867465953527412736e-01,2.887166657904847167e-01,2.905202058773916907e-01,2.921767757624569861e-01,2.937040411492488623e-01,2.951163003224263059e-01,2.964258002553638027e-01,2.976437800114546395e-01,2.987791000021623455e-01,2.998399937496689094e-01,3.008334759171519823e-01,3.017658162679173750e-01,3.026423555145559829e-01,3.034680874905262837e-01,3.042470529943952506e-01,3.049835204364136909e-01,3.056803139083366094e-01,3.063410878065245813e-01,3.069681108089135635e-01,3.075641925397702980e-01,3.081316359829054941e-01,3.086721858703664889e-01,3.091876992270168878e-01,3.096800591083113674e-01,2.316662012549886018e-01,2.320275447489660581e-01,2.323732991505245982e-01,2.327048260108318112e-01,2.330228647937412911e-01,2.333278518862665907e-01,2.336211235670648811e-01,2.339031624428860867e-01,2.341745408549074647e-01,2.344353772666932512e-01,2.346873071868846861e-01,2.349299970194932419e-01,2.351642527093242563e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.669086910253977707e-02,1.651422671087306449e-01,1.794021639531677981e-01,1.924871975519611977e-01,2.037316383559598099e-01,2.131358107205766350e-01,2.363271295495538715e-01,2.416321081241330215e-01,2.462484548182090616e-01,2.503066834298255938e-01,2.539047177360106433e-01,2.571181428912455158e-01,2.600055792858041448e-01,2.626146782467688734e-01,2.649836103279391009e-01,2.671441430172102893e-01,2.691221674162108113e-01,2.709399698211979457e-01,2.726158688190748469e-01,2.741659648570197727e-01,2.756035581065582885e-01,2.769406324407205910e-01,2.781873039223886623e-01,2.793523357021858167e-01,2.804436314779877870e-01,2.814676643291688096e-01,2.824305089685535952e-01,2.833374850807503509e-01,2.841935668573190577e-01,2.850022899235319929e-01,2.857682891262159908e-01,2.864942279450897189e-01,2.871832145681179060e-01,2.878385030365409047e-01,2.884621831807460124e-01,2.890560149798555023e-01,2.896226097846639203e-01,2.901638123015435333e-01,2.906812851186819091e-01,2.911762816778909468e-01,2.916505346043428148e-01,2.921048867712824348e-01,2.925410898045942565e-01,2.929599796644910548e-01,2.933623795651623678e-01,2.937496970167216004e-01,2.941219405666226083e-01,2.944811661179367324e-01,2.948269522893591787e-01,2.951605744886842686e-01,2.954828497357691597e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.139922685625699594e-02,9.858129014961952707e-02,1.800655285026385999e-01,1.910800545712776632e-01,2.005800133536471963e-01,2.086844928859362958e-01,2.156058101632679636e-01,2.215586170628520979e-01,2.267286589153656995e-01,2.312643104515434145e-01,2.352820921424478295e-01,2.388723264997875961e-01,2.421043429323473384e-01,2.450329211342238966e-01,2.422311949286859445e-01,2.442224877087391388e-01,2.460530419057046503e-01,2.477412416818770835e-01,2.493030231837177757e-01,2.507521188505940635e-01,2.521001694430927142e-01,2.533570015431881872e-01,2.545320080518620465e-01,2.556325517988017326e-01,2.566655655617929299e-01,2.576370488231934930e-01,2.585522601713858282e-01,2.594161986795162078e-01,2.602326320238118051e-01,2.610057116491368845e-01,2.617384755113309480e-01,2.624341454559638853e-01,2.630955678354575111e-01,2.637250966573885247e-01,2.643250465832832075e-01,2.648972521297190408e-01,2.654438581555263466e-01,2.659661903769289792e-01,2.664663079434327342e-01,2.669452829549343598e-01,2.674044085305658514e-01,2.678449150208395690e-01,2.682681266496622086e-01,2.686748516833790124e-01,2.690659055547675593e-01,2.694423904360339628e-01,2.698049545842722829e-01,2.701545081871826182e-01,2.704917889138828135e-01,2.708172055272732859e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.432164230639466102e-02,1.091282846362216924e-01,1.195793015853512803e-01,1.843120528030350869e-01,1.923214056380266046e-01,1.992683762943081860e-01,2.053164236073366788e-01,2.106178728465779582e-01,2.153017884856965880e-01,2.194725064583021856e-01,2.232134507882606311e-01,2.265904172604644995e-01,2.296563010264717763e-01,2.324539403964458462e-01,2.350176080559914227e-01,2.373762554423856364e-01,2.395539962507518827e-01,2.415710369173152960e-01,2.434442645210358469e-01,2.451889244234409515e-01,2.468176721170845800e-01,2.483414942896675637e-01,2.497705045380084199e-01,2.511128994906438039e-01,2.523764552745641487e-01,2.535679358410469764e-01,2.546934263152781375e-01,2.557578044849053711e-01,2.567661766065663098e-01,2.577230547459247179e-01,2.586317530125902264e-01,2.594962086899718634e-01,2.603195445485091963e-01,2.611043422918575274e-01,2.426422841430736499e-01,2.431756249970448702e-01,2.436855320527516466e-01,2.441734337801883814e-01,2.446409389403813306e-01,2.450889866761973568e-01,2.455190006215882126e-01,2.459319947306890242e-01,2.463290652736180864e-01,2.467108385968005690e-01,2.470784160396954920e-01,2.474324516499704085e-01,2.477738196563815387e-01,2.481030247313626147e-01,2.484207965898637960e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.312500901074696663e-02,1.138574628200636624e-01,1.237822623862131904e-01,1.333564622937911670e-01,1.422184033805181935e-01,1.891076098460598431e-01,1.943591325707560435e-01,1.990230236300933597e-01,2.031920173098381854e-01,2.069420739913800378e-01,2.103341607575608119e-01,2.134187039368916350e-01,2.162362755067493425e-01,2.188209488048843410e-01,2.212004545991337889e-01,2.233986450869488438e-01,2.254353401651477684e-01,2.273278753894275306e-01,2.290909898297989467e-01,2.307372950104932818e-01,2.322780952133474408e-01,2.337232999253968657e-01,2.350812295296701160e-01,2.363596437798163863e-01,2.375652222300878857e-01,2.387040938216874186e-01,2.397816106801238523e-01,2.408025649607031249e-01,2.417711073897042262e-01,2.426914561954083560e-01,2.435667193312699152e-01,2.444006135112426203e-01,2.451955668650697973e-01,2.459545020937399518e-01,2.466794683594668025e-01,2.473730148900017134e-01,2.480371734391584593e-01,2.486735391314343624e-01,2.492840056752039513e-01,2.498699442303398965e-01,2.504326934359329404e-01,2.509738487345257729e-01,2.514948432729066097e-01,2.519962103103827733e-01,2.524794405651228368e-01,2.529454008905136497e-01,2.533948970954674196e-01,2.538289819148741300e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.225877964071175993e-03,5.956303516005049398e-02,1.151372276366274400e-01,1.241991159185162480e-01,1.327329521949087154e-01,1.405605879498421362e-01,1.476362846515423266e-01,1.539876605884700211e-01,1.884480271166868448e-01,1.921303418787853323e-01,1.954671007871155164e-01,1.985052842170364762e-01,2.012832409330990446e-01,2.038334523887780358e-01,2.061827896350712508e-01,2.083542028949515734e-01,2.103669831311952287e-01,2.122378881206598844e-01,2.139813307389530905e-01,2.156098871798745598e-01,2.171345169778160500e-01,2.185646518532967653e-01,2.199088077332326252e-01,2.211744576204543455e-01,2.223683526524682097e-01,2.234962512145464986e-01,2.245635088187198647e-01,2.255747189084955640e-01,2.265344671539681054e-01,2.274462840966813282e-01,2.283138268446328334e-01,2.291401992199018633e-01,2.299281288772955512e-01,2.306803225185490303e-01,2.313991964291833292e-01,2.320868298805381369e-01,2.327452727249456621e-01,2.333762814816947861e-01,2.339814188931526318e-01,2.345625356152519214e-01,2.351209036876993341e-01,2.356577465333855315e-01,2.361742325870964665e-01,2.366717213069552683e-01,2.371511041744839288e-01,2.376133247709271701e-01,2.380593823449429491e-01,2.384898320976852892e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.415531962966831550e-02,6.399634979117491129e-02,7.043926850198084511e-02,1.226356057409494493e-01,1.301794557832332000e-01,1.370742845240202068e-01,1.433209698833823043e-01,1.489603430474560897e-01,1.540500610485052713e-01,1.586524956256765984e-01,1.628268794856675417e-01,1.666273851434441899e-01,1.907793769299384878e-01,1.930733793267791487e-01,1.951946262696268031e-01,1.971616654938008473e-01,1.989907723436867004e-01,2.006957735171505108e-01,2.022889060373602166e-01,2.037804830522440824e-01,2.051801173368131836e-01,2.064958266179381385e-01,2.077349804303971759e-01,2.089037905609524015e-01,2.100084093631493232e-01,2.110537685711900424e-01,2.120444938616509456e-01,2.129846105363400743e-01,2.138780896738270432e-01,2.147281377199472541e-01,2.155380432909916322e-01,2.163103510392918871e-01,2.170476876554440770e-01,2.177523759700152051e-01,2.184265573517740200e-01,2.190720545355035742e-01,2.196908124529369510e-01,2.202842511452167418e-01,2.208540936661410603e-01,2.214016369033628140e-01,2.219281812080672600e-01,2.224348264903362182e-01,2.229227207650074094e-01,2.233929367117379605e-01,2.238463271351692485e-01,2.242838672333285766e-01,2.247062439697131708e-01
